Type,SKU,Name,Published,Short description,Regular price,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Images
simple,HN1018,Sonatine,1,"The first movement of Maurice Ravel’s Sonatine for piano was probably written in 1903. At any rate the composer played it on 8 January 1904 at a soirée held at the salon of Marguerite de Saint-Marceaux. It is not known at exactly what date afterwards he composed the other two movements. While the work had a very positive reception at its premiere in Lyon in 1906, the Paris public was more reserved at first. Ravel seems to have greatly valued the Sonatine because he kept including the clearly and almost classically structured work in his own concert programmes.",22,"Ravel\, Maurice","Maurice Ravel, Piano ",Publisher,Henle,1,1,Composer,Maurice Ravel,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Ravel\, Maurice",,1,https://www.henle.de/cover/w585/HN-1018.jpg
simple,HN1019,Sicilienne for Violoncello and Piano op. 78,1,"This composition for violoncello and piano in the style of a Sicilian dance is from Gabriel Faure’s middle creative period and was first published simultaneously in France and England in 1898, reflecting Faure’s increasing international popularity. The character piece with its memorable, expressive melody became increasingly popular after Faure had included it in the Suite from his incidental music of Pelléas et Mélisande (in a version for orchestra) that was also premiered in 1898.?",18.5,"Faure\, Gabriel","Gabriel Faure, Cello",Publisher,Henle,1,1,Composer,Gabriel Faure,,1,Instrument,Cello,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Faure\, Gabriel",,1,https://www.henle.de/cover/w585/HN-1019.jpg
simple,HN102,"English Suites 1-3, BWV 806-808",1,"Although people might like to think that the “English Suites” were composed after the “French Suites” (HN 71), “the temperamental and in part virtuoso flow of these Suites is more characteristic of the musical language of the young Bach” (from our preface). The kaleidoscopic variety of the six “English” Suites is breathtaking. One lifetime is not enough to exhaustively comprehend and penetrate them. We provide the sustainable musical basis for this, in different formats: the complete paperbound volume (HN 100), clothbound (HN 101), divided into Nos. 1–3 (HN 102) and Nos. 4–6 (HN 103) and last but not least in a very good value study edition with the identical musical text (HN 9100).",28,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-0102.jpg
simple,HN1023,Adagio and Allegro op. 70 for Piano and Horn,1,"In 1849 Schumann turned to a new genre: works for piano and an accompanying instrument. The first work he composed were the Fantasy Pieces for Piano and Clarinet op. 73, immediately followed by the Adagio and Allegro op. 70. Clara played the new work together with the horn player E. Julius Schlitterlau, writing afterwards in her diary: ""The piece is splendid, fresh and passionate, just as I like it!"" Even Schumann himself was impressed with his new composition. He particularly drew the publisher Kistner’s attentionto the ""brilliant allegro"", whose solo part is indeed so virtuosic that opus 70 is one of the showpieces for horn players even today.?",34.5,"Schumann\, Robert","Robert Schumann, Horn ",Publisher,Henle,1,1,Composer,Robert Schumann,,1,Instrument,Horn,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Schumann\, Robert",,1,https://www.henle.de/cover/w585/HN-1023.jpg
simple,HN1024,Adagio and Allegro op. 70 for Piano and Horn,1,"In 1849 Schumann turned to a new genre: works for piano and accompanying instrument. He showered the different wind instruments systematically with Fantasies, Romances, etc. - and always also provided an alternative part for strings. Thus Schumann also wrote an alternative part for his Adagio and Allegro op. 70 for Horn and Piano, namely for the cello. Clara played the new work together with the horn player E. Julius Schlitterlau, writing afterwards in her diary: ""The piece is splendid, fresh and passionate, just as I like it!"" And even Schumann admitted enthusiastically that he ""had had fun with it"" - which is true of many musicians even today.?",34.5,"Schumann\, Robert","Robert Schumann, Cello",Publisher,Henle,1,1,Composer,Robert Schumann,,1,Instrument,Cello,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Schumann\, Robert",,1,https://www.henle.de/cover/w585/HN-1024.jpg
simple,HN1025,Adagio and Allegro op. 70 for Piano and Horn,1,"In 1849 Schumann turned to a new genre: works for piano and accompanying instrument. He showered the different wind instruments systematically with Fantasies, Romances, etc. - and always also provided an alternative part for strings. Thus Schumann also wrote an alternative part for his Adagio and Allegro op. 70 for Horn and Piano, namely for the violin. Clara played the new work together with the horn player E. Julius Schlitterlau, writing afterwards in her diary: ""The piece is splendid, fresh and passionate, just as I like it!"" And even Schumann admitted enthusiastically that he ""had had fun with it"" - which is true of many musicians even today.?",34.5,"Schumann\, Robert","Robert Schumann, Violin",Publisher,Henle,1,1,Composer,Robert Schumann,,1,Instrument,Violin,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Schumann\, Robert",,1,https://www.henle.de/cover/w585/HN-1025.jpg
simple,HN1026,"Sonata for Flute, Viola and Harp",1,"The middle work in the three late chamber music sonatas was composed in spring 1915, directly after the cello sonata (HN 633). The innovative combination of sounds – a wind instrument, a stringed instrument, and a plucked instrument – greatly contributes to the impression of  restrained melancholy. Debussy himself confirmed it, saying: “It is terribly sad. And I do not know whether one should laugh or cry about it? Perhaps both at the same time?” On another occasion he emphasised the similarities with his own compositional style of the 1890s, remarking of the sonata: “It reminds me of a very old Claude Debussy – the one of the Nocturnes”.",77.5,"Debussy\, Claude","Claude Debussy, Chamber ",Publisher,Henle,1,1,Composer,Claude Debussy,,1,Instrument,Chamber,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Debussy\, Claude",,1,https://www.henle.de/cover/w585/HN-1026.jpg
simple,HN1028,Six Partitas BWV 825-830,1,"Each one of Bach’s six Partitas features seven great single movements, predominantly in the sequence: Präludium – Allemande – Courante – Sarabande – [two free dances] – Gigue. These partitas can justifiably be described as Bach’s “ultimate” cycle of suites. As regards the artistic and manual demands, it goes far beyond its “English” (HN 100) and “French” (HN 71) siblings that are also frequently played. It is no coincidence that Bach only had these six partitas printed (1731), and what is more as “Opus 1”.",48.5,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1028.jpg
simple,HN1029,Sonata for Piano and Viola in E flat major op. 5 no. 3,1,"Johann Nepomuk Hummel (1778–1837) is wrongly remembered, first and foremost, as Mozart’s pupil. In his day he was one of the most respected pianists and was also a composer with quite some influence on later generations. It is not known when exactly he composed his viola sonata. It was selfpublished in 1798 in Vienna together with two violin sonatas. Numerous reprints, including ones in France and England, testify to the extraordinary popularity of the sonata, both then and today.?",48.5,"Hummel\, Johann Nepomuk","Johann Nepomuk Hummel, Viola",Publisher,Henle,1,1,Composer,Johann Nepomuk Hummel,,1,Instrument,Viola,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Hummel\, Johann Nepomuk",,1,https://www.henle.de/cover/w585/HN-1029.jpg
simple,HN103,"English Suites 4-6, BWV 809-811",1,"Although people might like to think that the “English Suites” were composed after the “French Suites” (HN 71), “the temperamental and in part virtuoso flow of these Suites is more characteristic of the musical language of the young Bach” (from our preface). The kaleidoscopic variety of the six “English” Suites is breathtaking. One lifetime is not enough to exhaustively comprehend and penetrate them. We provide the sustainable musical basis for this, in different formats: the complete paperbound volume (HN 100), clothbound (HN 101), divided into Nos. 1–3 (HN 102) and Nos. 4–6 (HN 103) and last but not least in a very good value study edition with the identical musical text (HN 9100).",28,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-0103.jpg
simple,HN1030,Partitas 1-3 BWV 825 - 827,1,"Each one of Bach’s six Partitas features seven great single movements, predominantly in the sequence: Präludium – Allemande – Courante – Sarabande – [two free dances] – Gigue. These partitas can justifiably be described as Bach’s “ultimate” cycle of suites. As regards the artistic and manual demands, it goes far beyond its “English” (HN 100) and “French” (HN 71) siblings that are also frequently played. It is no coincidence that Bach only had these six partitas printed (1731), and what is more as “Opus 1”.",30,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1030.jpg
simple,HN1031,Partitas 4-6 BWV 828-830,1,"Each one of Bach’s six Partitas features seven great single movements, predominantly in the sequence: Präludium – Allemande – Courante – Sarabande – [two free dances] – Gigue. These partitas can justifiably be described as Bach’s “ultimate” cycle of suites. As regards the artistic and manual demands, it goes far beyond its “English” (HN 100) and “French” (HN 71)siblings that are also frequently played. It is no coincidence that Bach only had these six partitas printed (1731), and what is more as “Opus 1”.",32.5,"Bach\, Johann Sebastian","Johann Sebastian Bach, Piano ",Publisher,Henle,1,1,Composer,Johann Sebastian Bach,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Bach\, Johann Sebastian",,1,https://www.henle.de/cover/w585/HN-1031.jpg
simple,HN1032,Piano Sonatas Volume I,1,"Hans von Bülow described Beethoven’s 32 piano sonatas as “Music’s New Testament”. Since its first appearance, Henle’s complete two-volume edition (HN 32 and HN 34) has been valued by specialists as the most dependable Urtext, and belongs in every pianist’s library. It contains an inexhaustible treasure of pianistic and musical mastery, setting technically challenging works with a high level of name-recognition, such as the “Pathétique”, “Moonlight”, “Tempest”, “Waldstein”, “Appassionata” and “Hammerklavier” sonatas, alongside other, less difficult works. HN 32 and HN 34 include Conrad Hansen’s much-admired fingerings; for those who want an Urtext edition without the fingerings Henle now offers HN 1032 and HN 1034.",92,"Beethoven\, Ludwig van","Ludwig van Beethoven, Piano",Publisher,Henle,1,1,Composer,Ludwig van Beethoven,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Beethoven\, Ludwig van",,1,https://www.henle.de/cover/w585/HN-1032.jpg
simple,HN1033,Sonata in E flat major for Clarinet and Piano,1,"Mendelssohn in all probability composed the sonata for Carl Baron von Kaskel, who was also acquainted with Schumann and Wagner, and who dabbled in playing the clarinet and composing. The autograph of Mendelssohn’s clarinet sonata has only been accessible again since the 1980s. Unfortunately the date at the end of the manuscript has been removed. A copyist’s manuscript of the work that has also survived bears the date ""1824"". The fairly simple clarinet part might pay tribute to Kaskel’s ability and therefore lends itself to teaching.",40.5,"Mendelssohn Bartholdy\, Felix","Felix Mendelssohn-Bartholdy, Clarinet",Publisher,Henle,1,1,Composer,Felix Mendelssohn-Bartholdy,,1,Instrument,Clarinet,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Mendelssohn Bartholdy\, Felix",,1,https://www.henle.de/cover/w585/HN-1033.jpg
simple,HN1034,Piano Sonatas Volume II,1,"Hans von Bülow described Beethoven’s 32 piano sonatas as “Music’s New Testament”. Since its first appearance, Henle’s complete two-volume edition (HN 32 and HN 34) has been valued by specialists as the most dependable Urtext, and belongs in every pianist’s library. It contains an inexhaustible treasure of pianistic and musical mastery, setting technically challenging works with a high level of name-recognition, such as the “Pathétique”, “Moonlight”, “Tempest”, “Waldstein”, “Appassionata” and “Hammerklavier” sonatas, alongside other, less difficult works. HN 32 and HN 34 include Conrad Hansen’s much-admired fingerings; for those who want an Urtext edition without the fingerings Henle now offers HN 1032 and HN 1034.",92,"Beethoven\, Ludwig van","Ludwig van Beethoven, Piano",Publisher,Henle,1,1,Composer,Ludwig van Beethoven,,1,Instrument,Piano,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Beethoven\, Ludwig van",,1,https://www.henle.de/cover/w585/HN-1034.jpg
simple,HN1035,Sonata in c minor for Viola and Piano,1,"Mendelssohn’s viola sonata is one of his many early works which remained unpublished in his lifetime. The autograph is dated ""d. 14 Febr. 1824"". Thus Mendelssohn was 15 years old when he completed the sonata. It assuredly numbers amongst his most mature early chamber music works. The key already indicates the seriousness with which the composer set to work. The first movement is preceded by a short adagio introduction. The middle movement, a menuetto, retains the key of c minor and not even the trio with its chorale-like melody lightens the minor mood. The closing movement is an andante with eight variations. It is a welcome addition to the scant classical-romantic viola repertoire.",43,"Mendelssohn Bartholdy\, Felix","Felix Mendelssohn-Bartholdy, Viola",Publisher,Henle,1,1,Composer,Felix Mendelssohn-Bartholdy,,1,Instrument,Viola,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Mendelssohn Bartholdy\, Felix",,1,https://www.henle.de/cover/w585/HN-1035.jpg
simple,HN1036,Sonata no. 2 for Violin and Piano in e minor op. 108,1,"Faure’s 2nd Violin Sonata was written in 1916 in Evian and Paris, the first in a series of chamber music works. It is thus one of Faure’s late works, characterised by austerity, introspection and the intensity of its expression. It is hard to imagine a greater contrast to the brilliant and ornamental style of the virtuosic 1st Violin Sonata (HN 980), published 40 years earlier. The 2nd Sonata concentrates on the essentials, and on closer contact turns out to be a fascinating composition that harmonically explores the limits of tonality, delving deep into the “Modernism” of the 1920s.",62.5,"Faure\, Gabriel","Gabriel Faure, Violin",Publisher,Henle,1,1,Composer,Gabriel Faure,,1,Instrument,Violin,1,1,Format,paperbound,1,1,,,,,Composer-Surname,"Faure\, Gabriel",,1,https://www.henle.de/cover/w585/HN-1036.jpg
